tf	gene	force_LUAD	force_LUSC	delta_force	LUAD_higher
ZNF467	ENSG00000113946	1.25645986780607	-1.32939989702765	2.58585976483372	TRUE
ZNF487	ENSG00000280798	0.413703927140753	-2.17151429576135	2.5852182229021	TRUE
ZNF235	ENSG00000283321	-0.309942170314952	-2.89265107783058	2.58270890751563	TRUE
ZNF235	ENSG00000257579	3.96804168098064	1.38599370434913	2.58204797663151	TRUE
VSX2	ENSG00000213434	0.680237991665725	-1.90112440165987	2.5813623933256	TRUE
ZNF467	ENSG00000266261	5.16762090600628	2.58923863936254	2.57838226664374	TRUE
ZNF774	ENSG00000136688	4.27418169741341	1.69633083452888	2.57785086288453	TRUE
NR1H4	ENSG00000213434	0.770804936679443	-1.807033882246	2.57783881892544	TRUE
ZNF320	ENSG00000134551	1.21440078905577	-1.36182901956899	2.57622980862476	TRUE
MSX1	ENSG00000197385	1.22569687421359	-1.35012161428987	2.57581848850346	TRUE
ZNF418	ENSG00000139977	0.0597914395172641	-2.51443664432594	2.5742280838432	TRUE
PRDM6	ENSG00000258657	0.0334064515826758	-2.53966025703675	2.57306670861942	TRUE
ZNF467	ENSG00000164304	-0.831215155271186	-3.40401028835109	2.5727951330799	TRUE
ZNF180	ENSG00000170298	0.953012125006122	-1.61971137026171	2.57272349526783	TRUE
ZIM2	ENSG00000125695	0.654259002887571	-1.91759583843474	2.57185484132231	TRUE
ZNF287	ENSG00000234521	1.52662576126178	-1.04521948346261	2.57184524472439	TRUE
ZNF235	ENSG00000165799	0.291486791780007	-2.27902913570444	2.57051592748444	TRUE
ZNF334	ENSG00000258745	-0.0255894910424357	-2.59605839409297	2.57046890305053	TRUE
ZNF529	ENSG00000249973	0.865289802092424	-1.70421743241272	2.56950723450514	TRUE
ZNF879	ENSG00000270788	-0.3225559953295	-2.89203039039653	2.56947439506703	TRUE
ZNF880	ENSG00000264230	1.27506936649287	-1.29391736254969	2.56898672904255	TRUE
ZNF37A	ENSG00000224884	1.03470753112819	-1.53242341266181	2.56713094379	TRUE
BARX1	ENSG00000197385	1.35825591029194	-1.20850557475766	2.5667614850496	TRUE
ZNF468	ENSG00000238003	0.183208695993618	-2.38327421368537	2.56648290967899	TRUE
ARID5B	ENSG00000213434	0.85941250339579	-1.70446234327249	2.56387484666828	TRUE
ZNF529	ENSG00000236780	1.05950510156403	-1.50410647580562	2.56361157736966	TRUE
ZNF398	ENSG00000224511	5.34894935584271	2.78580432872251	2.5631450271202	TRUE
ZNF398	ENSG00000260581	5.67897145070004	3.1175783764832	2.56139307421684	TRUE
ZNF468	ENSG00000236780	4.36790734700145	1.8071712296038	2.56073611739766	TRUE
ZNF287	ENSG00000260810	-0.362236631044839	-2.9222266905983	2.55999005955346	TRUE
ZNF287	ENSG00000116704	-0.840592039290273	-3.40008780040874	2.55949576111846	TRUE
ZNF235	ENSG00000261635	3.58629438423307	1.0270988129454	2.55919557128767	TRUE
ZNF35	ENSG00000197385	1.27786925538987	-1.28117111831816	2.55904037370803	TRUE
ZNF467	ENSG00000263680	-0.27325952453011	-2.82964240654368	2.55638288201357	TRUE
ZNF235	ENSG00000074410	2.55745045086403	0.00151149315987879	2.55593895770415	TRUE
ZNF468	ENSG00000278703	0.813927811238878	-1.74189335693132	2.5558211681702	TRUE
ZNF467	ENSG00000261040	3.63809296268494	1.08540849068813	2.55268447199681	TRUE
ZFP28	ENSG00000280798	0.634340954892194	-1.91676021870733	2.55110117359952	TRUE
ZNF383	ENSG00000278703	0.71533382830981	-1.83536409688701	2.55069792519682	TRUE
ZNF418	ENSG00000134551	2.57177265374407	5.96663769330462	-3.39486503956055	FALSE
ZNF334	ENSG00000134551	-2.55879731334959	0.728091910282944	-3.28688922363253	FALSE
ZNF879	ENSG00000134551	2.63076433809627	5.83093667724	-3.20017233914373	FALSE
ZNF467	ENSG00000272297	-2.09816611694873	1.07677438216437	-3.1749404991131	FALSE
ZNF180	ENSG00000137819	0.946465029493017	4.09946338345305	-3.15299835396004	FALSE
ZNF467	ENSG00000198346	-2.71092262255793	0.425241384966169	-3.1361640075241	FALSE
ZNF467	ENSG00000254340	-1.92556279149352	1.17213233855385	-3.09769513004737	FALSE
KLF7	ENSG00000201736	-2.46418120521845	0.631066007394973	-3.09524721261342	FALSE
ZNF235	ENSG00000134551	2.82116658124826	5.91472143939383	-3.09355485814557	FALSE
ZNF418	ENSG00000187959	-2.6441336406187	0.427683156403634	-3.07181679702233	FALSE
ZNF180	ENSG00000258568	2.11246520706638	5.18341678012571	-3.07095157305933	FALSE
ZNF304	ENSG00000258568	2.14814768505489	5.21556016640125	-3.06741248134636	FALSE
ZNF467	ENSG00000251400	-2.96250590424274	0.104514135994016	-3.06702004023676	FALSE
ZNF180	ENSG00000259426	0.978948259288913	4.01502838724662	-3.03608012795771	FALSE
ZNF467	ENSG00000266396	-1.90305407405306	1.13222763440284	-3.0352817084559	FALSE
ZNF467	ENSG00000167562	-2.32900079615564	0.705339813710054	-3.03434060986569	FALSE
ZNF418	ENSG00000278703	2.9793492903776	6.00242835124057	-3.02307906086296	FALSE
ZNF529	ENSG00000259426	-2.00472119950289	1.00479476629436	-3.00951596579725	FALSE
ZNF467	ENSG00000205189	1.53900086847392	4.54747753163251	-3.00847666315859	FALSE
ZNF304	ENSG00000259426	1.14822906674397	4.12985655696403	-2.98162749022006	FALSE
ZNF467	ENSG00000180257	1.35650296333496	4.33340312726454	-2.97690016392959	FALSE
ZNF529	ENSG00000137819	1.13938038086452	4.09866877315731	-2.95928839229279	FALSE
ZNF304	ENSG00000137819	-1.96736634204422	0.983734711714042	-2.95110105375826	FALSE
ZNF334	ENSG00000278703	2.86102807182171	5.79914756950103	-2.93811949767932	FALSE
ZNF467	ENSG00000196793	-3.06138036136616	-0.127060502427669	-2.93431985893849	FALSE
ZNF880	ENSG00000196793	0.538024861403554	3.47164675262111	-2.93362189121756	FALSE
ZNF529	ENSG00000198346	1.80798183632878	4.73301714367483	-2.92503530734605	FALSE
ZNF467	ENSG00000207063	-1.75211168937107	1.16477093441866	-2.91688262378972	FALSE
ZNF235	ENSG00000187959	1.32875170718475	4.23881416559766	-2.91006245841291	FALSE
ZNF467	ENSG00000278595	2.85921325729126	5.76174179892961	-2.90252854163836	FALSE
ZNF880	ENSG00000254340	3.50287327214959	6.40487385498172	-2.90200058283213	FALSE
ZNF432	ENSG00000196793	-2.78690938564329	0.114188801464655	-2.90109818710794	FALSE
ZNF180	ENSG00000207063	-2.02678405791788	0.862437387336815	-2.88922144525469	FALSE
ZNF529	ENSG00000207063	-1.70927723047192	1.17840405109256	-2.88768128156448	FALSE
ZNF334	ENSG00000271874	2.16717599928633	5.04594858579494	-2.8787725865086	FALSE
ZNF879	ENSG00000187959	-2.56411409441459	0.308025356931646	-2.87213945134624	FALSE
VSX2	ENSG00000134551	-2.55325605727189	0.30982814400526	-2.86308420127715	FALSE
ZNF529	ENSG00000240793	-3.20983044284561	-0.348432592861398	-2.86139784998421	FALSE
ZNF281	ENSG00000240793	-2.70702283968	0.142536018725577	-2.84955885840558	FALSE
ZNF467	ENSG00000244349	-2.06378908292514	0.782936917651261	-2.84672600057641	FALSE
ZNF418	ENSG00000231651	1.85644121048125	4.69798575844149	-2.84154454796024	FALSE
ZNF880	ENSG00000251400	2.27421360576366	5.11286780027283	-2.83865419450917	FALSE
ZNF287	ENSG00000134551	2.99154946304127	5.82559677512961	-2.83404731208834	FALSE
ZNF467	ENSG00000207460	-1.83776859062454	0.995773847643261	-2.83354243826781	FALSE
ZNF467	ENSG00000254208	1.23964959485244	4.06813567474495	-2.82848607989252	FALSE
ZNF467	ENSG00000152782	0.081159058200407	2.90909829679957	-2.82793923859916	FALSE
ZNF235	ENSG00000231651	2.00764778697756	4.83237940559623	-2.82473161861868	FALSE
ZNF529	ENSG00000272297	2.66244004034066	5.4853019080208	-2.82286186768015	FALSE
ZNF880	ENSG00000254208	-3.16912908506991	-0.354309290623513	-2.8148197944464	FALSE
ZNF467	ENSG00000259426	-2.11186549171036	0.699528696125945	-2.8113941878363	FALSE
ZNF467	ENSG00000166450	1.08937221557507	3.89831749043278	-2.80894527485771	FALSE
ZNF432	ENSG00000272297	-1.56689560417638	1.24198002741385	-2.80887563159023	FALSE
ZNF880	ENSG00000205189	-1.89063992046101	0.917849544928078	-2.80848946538909	FALSE
ZNF467	ENSG00000240793	-3.28971062417334	-0.489825226438904	-2.79988539773444	FALSE
ZNF180	ENSG00000261848	-2.55633456059694	0.242588443239289	-2.79892300383623	FALSE
ZNF180	ENSG00000240793	-3.1872583531611	-0.394212142701096	-2.79304621046001	FALSE
ZNF880	ENSG00000167562	1.62977028399303	4.42083726059502	-2.79106697660198	FALSE
VSX2	ENSG00000278703	-2.04199789746988	0.747011019638889	-2.78900891710877	FALSE
ZNF529	ENSG00000167562	-2.34416714236944	0.444717256991165	-2.7888843993606	FALSE
ZNF468	ENSG00000259426	-1.99885070909389	0.789018482278149	-2.78786919137204	FALSE
ZNF468	ENSG00000240793	-2.80063353398426	-0.0145869692677885	-2.78604656471647	FALSE
ZNF467	ENSG00000269349	-1.50996068812029	1.27037776950013	-2.78033845762042	FALSE
ZNF180	ENSG00000198346	1.72593562034744	4.49654380499328	-2.77060818464583	FALSE
ZNF235	ENSG00000183844	1.87397412568471	4.64301185991234	-2.76903773422763	FALSE
ZNF180	ENSG00000278595	-2.22540118201022	0.539749495172066	-2.76515067718228	FALSE
ZNF467	ENSG00000137819	1.14958297985046	3.9119191567175	-2.76233617686704	FALSE
ZNF341	ENSG00000259426	-1.87928281366019	0.878199904130277	-2.75748271779046	FALSE
ZNF468	ENSG00000198346	2.11610770796165	4.87272833464461	-2.75662062668297	FALSE
ZNF180	ENSG00000275127	-1.96255635602791	0.791661126974963	-2.75421748300287	FALSE
ARID5B	ENSG00000278703	-2.0071780872098	0.745908420861798	-2.7530865080716	FALSE
POU3F3	ENSG00000278703	-2.06385038793204	0.687332679429405	-2.75118306736145	FALSE
ZNF180	ENSG00000270711	-1.85202134814094	0.896947055511527	-2.74896840365247	FALSE
HMG20B	ENSG00000278703	-1.91021161977801	0.836769403824245	-2.74698102360225	FALSE
FOXD2	ENSG00000134551	-2.53221553207664	0.213637696063265	-2.74585322813991	FALSE
ZNF180	ENSG00000273860	-2.40262653223122	0.34254521276854	-2.74517174499975	FALSE
ZNF880	ENSG00000272297	-1.67614803968723	1.06814179145214	-2.74428983113938	FALSE
ZNF225	ENSG00000134551	3.06715489139973	5.81140982675531	-2.74425493535558	FALSE
ZNF880	ENSG00000198346	-2.35562019132943	0.388183157156149	-2.74380334848558	FALSE
ZNF529	ENSG00000266396	-1.9526600468047	0.790644450348623	-2.74330449715332	FALSE
ZNF529	ENSG00000278595	-2.12715311962167	0.616100544138177	-2.74325366375985	FALSE
ZNF529	ENSG00000254340	-1.65734406910609	1.08069717753087	-2.73804124663696	FALSE
ZNF304	ENSG00000197385	-2.10363185785384	0.630781609187168	-2.734413467041	FALSE
ZNF418	ENSG00000220131	1.3403177145191	4.07373860256328	-2.73342088804418	FALSE
FOXD2	ENSG00000271874	2.37582252306224	5.1090594916978	-2.73323696863556	FALSE
FOXD2	ENSG00000278703	-2.05629971695979	0.675412418482539	-2.73171213544233	FALSE
ZNF467	ENSG00000131016	2.14755689086559	4.87855197472289	-2.7309950838573	FALSE
ZNF432	ENSG00000254208	-2.90730991526549	-0.179621787190635	-2.72768812807486	FALSE
ZNF467	ENSG00000271075	-1.36063392995277	1.36575878236844	-2.72639271232121	FALSE
HMG20B	ENSG00000134551	-2.35995944460734	0.364561098270346	-2.72452054287769	FALSE
ZNF879	ENSG00000278703	-1.98318768939401	0.73986650695939	-2.7230541963534	FALSE
ZNF418	ENSG00000183844	1.83623257365793	4.55396184539458	-2.71772927173665	FALSE
ZNF432	ENSG00000205189	2.0566445278921	4.77309937440047	-2.71645484650836	FALSE
ZNF467	ENSG00000160062	1.86124628279697	4.5748273376938	-2.71358105489683	FALSE
ZNF467	ENSG00000267552	-2.11789388085608	0.594439985349759	-2.71233386620584	FALSE
ZNF880	ENSG00000266396	-1.25880651340434	1.45350730266473	-2.71231381606907	FALSE
ZNF418	ENSG00000244558	1.1356263590467	3.84293668488154	-2.70731032583484	FALSE
ZNF287	ENSG00000187959	1.48689372603725	4.19350241915094	-2.70660869311369	FALSE
ZNF432	ENSG00000116574	-1.10886779196941	1.59747754756944	-2.70634533953885	FALSE
ZNF418	ENSG00000204072	-2.78635343075779	-0.0814341550525962	-2.7049192757052	FALSE
POU3F3	ENSG00000134551	-2.57228919113363	0.132121668300813	-2.70441085943445	FALSE
NR1H4	ENSG00000278703	3.17211729127137	5.87434525031674	-2.70222795904537	FALSE
ZNF398	ENSG00000251400	-2.18053134685209	0.520679702005965	-2.70121104885805	FALSE
ZNF879	ENSG00000231651	1.92069886247071	4.62071709178838	-2.70001822931767	FALSE
ZNF341	ENSG00000137819	1.40889401347062	4.10707380886334	-2.69817979539271	FALSE
ZNF25	ENSG00000134551	-2.36022007261989	0.336733402424111	-2.696953475044	FALSE
ZNF304	ENSG00000273860	-2.2003921887112	0.487825914678909	-2.68821810339011	FALSE
ZNF467	ENSG00000277785	-1.42410191554581	1.26318260391855	-2.68728451946436	FALSE
